"StediId","PrimaryPayerId","DisplayName","Names","Aliases","EligibilityInquiry","EligibilityInquiryEnrollmentRequired","EligibilityInquiryEnrollmentType","EligibilityInquiryEnrollmentTimeframe","ClaimStatusInquiry","ClaimStatusInquiryEnrollmentRequired","ClaimStatusInquiryEnrollmentType","ClaimStatusInquiryEnrollmentTimeframe","ProfessionalClaim","ProfessionalClaimEnrollmentRequired","ProfessionalClaimEnrollmentType","ProfessionalClaimEnrollmentTimeframe","InstitutionalClaim","InstitutionalClaimEnrollmentRequired","InstitutionalClaimEnrollmentType","InstitutionalClaimEnrollmentTimeframe","DentalClaim","DentalClaimEnrollmentRequired","DentalClaimEnrollmentType","DentalClaimEnrollmentTimeframe","ClaimPaymentAdvice","ClaimPaymentAdviceEnrollmentRequired","ClaimPaymentEnrollmentType","ClaimPaymentEnrollmentTimeframe","CoordinationOfBenefits","CoordinationOfBenefitsEnrollmentRequired","CoordinationOfBenefitsEnrollmentType","CoordinationOfBenefitsEnrollmentTimeframe","ClaimAttachmentsSupport","ClaimAttachmentsSupportEnrollmentRequired","ClaimAttachmentEnrollmentType","ClaimAttachmentEnrollmentTimeframe","EmployerIdentificationNumbers","CoverageTypes","OperatingStates","PtanRequired","ParentPayerGroupId","WebsiteUrl"
"PYIUD","128KY","Aetna Better Health Kentucky","Aetna Better Health of Kentucky","11119|128KY|7410|9626|ABHKY|COVCKY","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","true","false","","","","dental|medical","","false","",""
"PYJGI","88848","Wellmark Blue Cross Blue Shield of Iowa and South Dakota","BCBS South Dakota|Wellmark Blue Cross Blue Shield (Iowa, South Dakota)|Wellmark Blue Cross Blue Shield Dental (Iowa, South Dakota)","10395|10396|1404|1510|2490|6672|6733|88848|88851|CBIA1|CBIA2|IABCBS|IABLM|IABLS|SB640|SB640MA|SDBLS","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","dental|medical|vision","","false","AMHXD",""
"PYOLO","CB752","Lockard Williams Insurance Services","","6189|CB752","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","dental|medical","","false","",""
"PYXZF","101045","Group and Pension Administrators","","101045|DX034|RECAL","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"PYZLJ","95444","Indiana University Health Plan - Medicare Advantage","IU Health Plans Gov. Products Claims|Indiana University Health","12246|2502|5479|95444|95444MA|IUHLTH|UNIND","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","dental|medical","","false","","https://www.iuhealthplans.org"
"PZGSP","BVES1","Block Vision Eye Specialists","","BVES1","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical|vision","","false","",""
"PZKCI","SAMAD","Samaritan Advantage","","SAMAD","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"PZLCS","J1466","People 2.0","","J1466","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"PZSUD","V47936","Southland Benefit Solutions LLC (Canopy Vision)","","00093|V47936","false","false","","","false","false","","","false","false","","","false","false","","","true","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental|vision","","false","",""
"QACAO","KMG11","Katy Medical Group","Katy Medical Group (SelectCare Texas)","81812|KMG11","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"QBEBU","TRAN1","Transwestern Insurance Administrators Incorporated","","8141|TRAN1","false","false","","","false","false","","","true","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"QBHCS","660584821","Family Health Centers of Puerto Rico","Family Health Center of Puerto Rico","660584821","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"QBKAY","54763","AmeriHealth Administrators","AmeriHealth Administrators & Inter-County|Inter County Health Plan","10416|2893|4555|54763|AMHADM","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical|vision","","false","SRQGL","https://www.amerihealth.com/tpa/index.html"
"QBKUC","93658","Alliance Coal Health Plan","Alliance Coal, LLC","00188|1042|7870|93658","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","73-0956034","medical","","false","","https://www.coalbenefits.com"
"QBNKI","93240","Evergreen Health Cooperative","","11136|45319|93240","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"QBPFA","22285","Atlantic Medical Insurance","","22285|6429|9562","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"QBSYB","CCHS","Contra Costa Health Plan","","15545|6795|CCHS|Z1800","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","CA","false","","https://www.cchealth.org"
"QBZJV","68049","Peach State Health Plan","","68049","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","RZIUK",""
"QCFIB","00770","Anthem Blue Cross Blue Shield New Hampshire","Anthem Blue Cross Blue Shield New Hampshire (Medicaid Reclamation)|Anthem Blue Cross Blue Shield New Hampshire Dental|Anthem Blue Cross Blue Shield of New Hampshire|Blue Cross Blue Shield of New Hampshire","00270|00770|10261|270|7422|AD270|BNH01|NHBCBS|NHBLS|SB770","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","dental|medical","","false","",""
"QCIWS","SWPG1","Southwest Physicians Group","","1123|1554|SWPG1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"QCRFA","HFRST","Healthfirst","Health First Insurance","10674|HFRST","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","NY","false","","https://healthfirst.org"
"QCVLE","MP001","Medpay First One","","MP001","false","false","","","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"QDINL","93029","PacificSource","PacificSource Administrators|PacificSource Community Health Plans|PacificSource Community Solutions|PacificSource Health Plans","10375|5441|93029|COIHS|PSHLTH","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","ID|MT|OR|WA","false","BDGJP","https://pacificsource.com"
"QDIZA","VPA18","Variable Protection Administrators (VPA)","Variable Protection Administrators","6245|VPA18","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"QDKBS","C1030","Kemper Preferred","Trinity Universal Insurance|Unitrin Auto and Home Insurance|Unitrin Direct Auto Insurance|Unitrin Safeguard Insurance","C1030","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"QDNGA","10111","Medicare Alabama Part A","Palmetto GBA (PGBA) - Alabama","10111","true","true","ONE_CLICK","HOURS","false","false","","","false","false","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"QDOJB","90001","HealthLink","AmeriBen IEC Group|Healthlink PPO|National Capital Preferred Provider Organization (NCPPO)","4448|8508|90001","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","","https://www.healthlink.com"
